SpineBase,0.1546425,0.5225316,3.146255,TRACKED
SpineMid,0.1670326,0.8108141,3.058112,TRACKED
Neck,0.1795335,1.091167,2.959383,TRACKED
Head,0.1668108,1.216036,2.923732,TRACKED
ShoulderLeft,0.007607523,0.9937473,3.017761,TRACKED
ElbowLeft,-0.05816058,0.7878273,3.137544,TRACKED
WristLeft,-0.1095717,0.572756,3.177708,TRACKED
HandLeft,-0.1125851,0.5000457,3.19372,TRACKED
ShoulderRight,0.3317603,1.003982,2.971848,TRACKED
ElbowRight,0.4179148,0.7945434,3.019742,TRACKED
WristRight,0.4385413,0.6043336,2.933585,TRACKED
HandRight,0.4582107,0.5213975,2.873428,TRACKED
HipLeft,0.08231455,0.5185682,3.117694,TRACKED
KneeLeft,0.06038563,0.1981992,3.214942,TRACKED
AnkleLeft,0.09103739,-0.1111064,3.347585,TRACKED
FootLeft,0.1018854,-0.1583464,3.19711,TRACKED
HipRight,0.2240391,0.5150669,3.105524,TRACKED
KneeRight,0.2526238,0.1851955,3.178518,TRACKED
AnkleRight,0.2052509,-0.1102561,3.363142,TRACKED
FootRight,0.3292903,-0.09886988,3.332721,TRACKED
SpineShoulder,0.1765028,1.022398,2.986034,TRACKED
HandTipLeft,-0.1230093,0.4417659,3.222868,TRACKED
ThumbLeft,-0.1091449,0.4828746,3.153375,TRACKED
HandTipRight,0.4759907,0.4681306,2.854659,TRACKED
ThumbRight,0.4602511,0.4943606,2.809667,TRACKED
SpineBase,0.1581125,0.5224836,3.145624,TRACKED
SpineMid,0.1723251,0.8113782,3.057989,TRACKED
Neck,0.1863489,1.092151,2.960094,TRACKED
Head,0.1742962,1.2176,2.925517,TRACKED
ShoulderLeft,0.01794667,0.9968648,3.016657,TRACKED
ElbowLeft,-0.05321359,0.79047,3.141527,TRACKED
WristLeft,-0.1033677,0.5745164,3.181821,TRACKED
HandLeft,-0.10618,0.5043674,3.198003,TRACKED
ShoulderRight,0.3388244,1.002898,2.970437,TRACKED
ElbowRight,0.4248733,0.7939848,3.012401,TRACKED
WristRight,0.4441744,0.6045232,2.923996,TRACKED
HandRight,0.4630183,0.522252,2.865359,TRACKED
HipLeft,0.08586605,0.5190036,3.117118,TRACKED
KneeLeft,0.06215619,0.1981582,3.214252,TRACKED
AnkleLeft,0.09098155,-0.1114119,3.347506,TRACKED
FootLeft,0.0996656,-0.156267,3.195872,TRACKED
HipRight,0.2271767,0.5145562,3.104939,TRACKED
KneeRight,0.2564385,0.2221617,3.176415,TRACKED
AnkleRight,0.2299412,-0.09100603,3.351193,TRACKED
FootRight,0.3536872,-0.08988541,3.328461,TRACKED
SpineShoulder,0.1829626,1.023292,2.986515,TRACKED
HandTipLeft,-0.1162907,0.4443023,3.231668,TRACKED
ThumbLeft,-0.09812696,0.4923468,3.1591,TRACKED
HandTipRight,0.4825466,0.4544717,2.856464,TRACKED
ThumbRight,0.4748561,0.5108426,2.808909,TRACKED
SpineBase,0.1625464,0.5231951,3.14728,TRACKED
SpineMid,0.178039,0.8118516,3.058788,TRACKED
Neck,0.1931673,1.092045,2.959825,TRACKED
Head,0.181572,1.218719,2.925821,TRACKED
ShoulderLeft,0.02407747,0.9998538,3.015453,TRACKED
ElbowLeft,-0.0463278,0.7928649,3.145027,TRACKED
WristLeft,-0.09468382,0.5866438,3.195921,TRACKED
HandLeft,-0.09950414,0.5123214,3.211445,TRACKED
ShoulderRight,0.3437152,1.002166,2.968414,TRACKED
ElbowRight,0.429595,0.7951264,3.005494,TRACKED
WristRight,0.4484228,0.6063327,2.915316,TRACKED
HandRight,0.4664711,0.5234084,2.853819,TRACKED
HipLeft,0.09134119,0.5204161,3.11936,TRACKED
KneeLeft,0.06380932,0.1977067,3.212829,TRACKED
AnkleLeft,0.09098606,-0.1123537,3.347648,TRACKED
FootLeft,0.09777655,-0.1516728,3.193862,TRACKED
HipRight,0.230513,0.5146887,3.10616,TRACKED
KneeRight,0.2600114,0.1791602,3.211264,TRACKED
AnkleRight,0.308077,-0.08438225,3.346057,TRACKED
FootRight,0.4025879,-0.1308594,3.271484,TRACKED
SpineShoulder,0.189509,1.023353,2.986537,TRACKED
HandTipLeft,-0.1120387,0.4515259,3.236165,TRACKED
ThumbLeft,-0.08967339,0.5042503,3.175416,TRACKED
HandTipRight,0.4902918,0.4691381,2.830043,TRACKED
ThumbRight,0.4980621,0.4926585,2.800667,TRACKED
SpineBase,0.1679769,0.523708,3.147644,TRACKED
SpineMid,0.1844189,0.8118231,3.058532,TRACKED
Neck,0.2001897,1.091236,2.95892,TRACKED
Head,0.1891692,1.216064,2.924097,TRACKED
ShoulderLeft,0.03212294,1.000108,3.01542,TRACKED
ElbowLeft,-0.04000779,0.795311,3.146983,TRACKED
WristLeft,-0.09173477,0.582951,3.20108,TRACKED
HandLeft,-0.09531448,0.5135936,3.215839,TRACKED
ShoulderRight,0.3500243,1.000532,2.966886,TRACKED
ElbowRight,0.4335774,0.7946337,2.999505,TRACKED
WristRight,0.4502204,0.6045057,2.911911,TRACKED
HandRight,0.4683684,0.521096,2.84897,TRACKED
HipLeft,0.09680093,0.5215651,3.120785,TRACKED
KneeLeft,0.06625284,0.1981744,3.209654,TRACKED
AnkleLeft,0.0898233,-0.1139386,3.345516,TRACKED
FootLeft,0.09618382,-0.1530473,3.191638,TRACKED
HipRight,0.2358508,0.5145365,3.105546,TRACKED
KneeRight,0.268215,0.2383721,3.179946,TRACKED
AnkleRight,0.2849013,-0.05049611,3.331554,TRACKED
FootRight,0.3879274,-0.1192789,3.29752,TRACKED
SpineShoulder,0.1963964,1.022753,2.985798,TRACKED
HandTipLeft,-0.1047877,0.453488,3.239666,TRACKED
ThumbLeft,-0.09214833,0.4972868,3.173455,TRACKED
HandTipRight,0.4789008,0.4625554,2.817703,TRACKED
