SpineBase,0.3398256,0.05417104,2.486731,TRACKED
SpineMid,0.3637285,0.346836,2.4619,TRACKED
Neck,0.3856837,0.6324924,2.428221,TRACKED
Head,0.3958235,0.7573847,2.372529,TRACKED
ShoulderLeft,0.2056973,0.5602809,2.468987,TRACKED
ElbowLeft,0.1511212,0.3345902,2.494933,TRACKED
WristLeft,0.1250069,0.1045409,2.462492,TRACKED
HandLeft,0.1184527,0.005943242,2.453034,TRACKED
ShoulderRight,0.5464838,0.5376711,2.421313,TRACKED
ElbowRight,0.5777086,0.3088738,2.450711,TRACKED
WristRight,0.5662778,0.09723399,2.364501,TRACKED
HandRight,0.5600899,0.03612081,2.323731,TRACKED
HipLeft,0.2618577,0.05967777,2.468195,TRACKED
KneeLeft,0.2204532,-0.2867964,2.537831,TRACKED
AnkleLeft,0.1963969,-0.538356,2.598594,TRACKED
FootLeft,0.2093388,-0.6336111,2.560275,INFERRED
HipRight,0.4105371,0.04756138,2.452495,TRACKED
KneeRight,0.446166,-0.3051101,2.496067,TRACKED
AnkleRight,0.4477627,-0.5683054,2.561011,TRACKED
FootRight,0.4253903,-0.62302,2.433314,INFERRED
SpineShoulder,0.3805105,0.5620838,2.438231,TRACKED
HandTipLeft,0.108339,-0.06281605,2.464029,TRACKED
ThumbLeft,0.1590553,0.005030899,2.435481,TRACKED
HandTipRight,0.5603949,-0.0371353,2.34204,TRACKED
ThumbRight,0.5414416,0.02953879,2.343667,TRACKED
SpineBase,0.3394617,0.05410567,2.48651,TRACKED
SpineMid,0.3631825,0.3466506,2.46174,TRACKED
Neck,0.384919,0.6321498,2.428181,TRACKED
Head,0.3953031,0.7572632,2.372555,TRACKED
ShoulderLeft,0.2053819,0.560113,2.468853,TRACKED
ElbowLeft,0.1506865,0.3344416,2.49474,TRACKED
WristLeft,0.1246305,0.1043716,2.462436,TRACKED
HandLeft,0.1185135,0.005564551,2.453928,TRACKED
ShoulderRight,0.5461232,0.5374788,2.421357,TRACKED
ElbowRight,0.5774303,0.3087089,2.450833,TRACKED
WristRight,0.5660698,0.0984268,2.365113,TRACKED
HandRight,0.5577183,0.038698,2.323291,TRACKED
HipLeft,0.2615,0.05961249,2.468093,TRACKED
KneeLeft,0.2200814,-0.2868669,2.537702,TRACKED
AnkleLeft,0.1965393,-0.5382744,2.598648,TRACKED
FootLeft,0.2091875,-0.6334265,2.559246,INFERRED
HipRight,0.4101714,0.04749142,2.452143,TRACKED
KneeRight,0.4460395,-0.3051077,2.495923,TRACKED
AnkleRight,0.4478161,-0.5682766,2.560976,TRACKED
FootRight,0.4254974,-0.6229884,2.433268,INFERRED
SpineShoulder,0.3798037,0.5617839,2.438154,TRACKED
HandTipLeft,0.1089853,-0.06238092,2.462133,TRACKED
ThumbLeft,0.158022,0.004812919,2.436557,TRACKED
HandTipRight,0.5603409,-0.007105995,2.316703,TRACKED
ThumbRight,0.5543613,0.007198664,2.3315,TRACKED
SpineBase,0.3393204,0.05400084,2.486432,TRACKED
SpineMid,0.3629215,0.3464565,2.461585,TRACKED
Neck,0.3845427,0.6318629,2.427954,TRACKED
Head,0.3948973,0.7570381,2.372672,TRACKED
ShoulderLeft,0.2047934,0.5600284,2.468912,TRACKED
ElbowLeft,0.1502777,0.3342595,2.494476,TRACKED
WristLeft,0.1245003,0.1041672,2.462095,TRACKED
HandLeft,0.1188498,0.00584635,2.453671,TRACKED
ShoulderRight,0.5456619,0.5372855,2.421402,TRACKED
ElbowRight,0.5770979,0.3085772,2.4511,TRACKED
WristRight,0.5657074,0.09931554,2.366357,TRACKED
HandRight,0.5570858,0.03743418,2.324738,TRACKED
HipLeft,0.2613604,0.0594964,2.46802,TRACKED
KneeLeft,0.2201677,-0.2869333,2.537875,TRACKED
AnkleLeft,0.196608,-0.5383866,2.598692,TRACKED
FootLeft,0.2092801,-0.6333962,2.558346,INFERRED
HipRight,0.4100389,0.04740006,2.452072,TRACKED
KneeRight,0.4459938,-0.3051752,2.495911,TRACKED
AnkleRight,0.4477131,-0.5682607,2.560789,TRACKED
FootRight,0.4253959,-0.6229818,2.433088,INFERRED
SpineShoulder,0.3794547,0.5615196,2.437943,TRACKED
HandTipLeft,0.1082925,-0.06279055,2.463029,TRACKED
ThumbLeft,0.1597935,0.006689495,2.436487,TRACKED
HandTipRight,0.5564796,-0.008447612,2.316606,TRACKED
ThumbRight,0.5568906,-0.01832815,2.3285,TRACKED
SpineBase,0.3390825,0.05388915,2.486262,TRACKED
SpineMid,0.3625939,0.3462454,2.461383,TRACKED
Neck,0.3841462,0.6315485,2.427746,TRACKED
Head,0.3944848,0.7570078,2.372592,TRACKED
ShoulderLeft,0.204462,0.5598052,2.46856,TRACKED
ElbowLeft,0.149905,0.3340481,2.494131,TRACKED
WristLeft,0.1243135,0.1039244,2.461855,TRACKED
HandLeft,0.1184325,0.00521953,2.453462,TRACKED
ShoulderRight,0.5451048,0.5370969,2.421447,TRACKED
ElbowRight,0.5769009,0.3084199,2.451015,TRACKED
WristRight,0.5652685,0.09901726,2.366556,TRACKED
HandRight,0.556304,0.03704021,2.32587,TRACKED
HipLeft,0.2610795,0.05934531,2.467851,TRACKED
KneeLeft,0.2200241,-0.2871781,2.537433,TRACKED
AnkleLeft,0.1966086,-0.5381454,2.598611,TRACKED
FootLeft,0.2095918,-0.6331167,2.558301,INFERRED
HipRight,0.4098525,0.04732431,2.451916,TRACKED
KneeRight,0.4459378,-0.305204,2.4959,TRACKED
AnkleRight,0.4476011,-0.56831,2.560615,TRACKED
FootRight,0.4254001,-0.6230415,2.4329,INFERRED
SpineShoulder,0.3790731,0.5612306,2.437735,TRACKED
HandTipLeft,0.1122687,-0.06837666,2.466111,TRACKED
ThumbLeft,0.1574078,-0.002903152,2.436273,TRACKED
HandTipRight,0.5545567,-0.01287736,2.318514,TRACKED
ThumbRight,0.5558501,-0.002395574,2.33769,TRACKED
SpineBase,0.3388231,0.05374868,2.486192,TRACKED
SpineMid,0.3620658,0.3459314,2.461224,TRACKED
Neck,0.38331,0.631024,2.427494,TRACKED
Head,0.3941964,0.7568637,2.372608,TRACKED
ShoulderLeft,0.2039959,0.5595295,2.468214,TRACKED
ElbowLeft,0.149617,0.3337606,2.493958,TRACKED
WristLeft,0.1241548,0.103609,2.461822,TRACKED
HandLeft,0.1183952,0.005674583,2.454337,TRACKED
ShoulderRight,0.5445664,0.5369323,2.421486,TRACKED
ElbowRight,0.5765977,0.3082916,2.451053,TRACKED
WristRight,0.5641943,0.1299768,2.384446,TRACKED
HandRight,0.5511613,0.04195269,2.345429,TRACKED
HipLeft,0.2607334,0.05911448,2.467699,TRACKED
KneeLeft,0.2182151,-0.2872583,2.53723,TRACKED
AnkleLeft,0.1966449,-0.5383108,2.598819,TRACKED
FootLeft,0.2096185,-0.6331716,2.55786,INFERRED
HipRight,0.4096715,0.04725149,2.45191,TRACKED
KneeRight,0.4457391,-0.3053775,2.495433,TRACKED
AnkleRight,0.4474041,-0.568214,2.560425,TRACKED
FootRight,0.4253252,-0.6229619,2.432714,INFERRED
SpineShoulder,0.378316,0.5607609,2.437506,TRACKED
HandTipLeft,0.1127377,-0.0679508,2.466199,TRACKED
ThumbLeft,0.1589343,0.002773446,2.438107,TRACKED
HandTipRight,0.5619718,-0.005415294,2.315499,TRACKED
ThumbRight,0.5092445,0.02950382,2.406278,TRACKED
SpineBase,0.3385539,0.05347047,2.486109,TRACKED
SpineMid,0.3618818,0.345705,2.461198,TRACKED
Neck,0.3832116,0.6308574,2.42752,TRACKED
Head,0.3938155,0.7567136,2.372537,TRACKED
ShoulderLeft,0.2036635,0.5592876,2.468144,TRACKED
ElbowLeft,0.1492948,0.3334996,2.493784,TRACKED
WristLeft,0.1237648,0.1033563,2.461646,TRACKED
HandLeft,0.1182061,0.005806957,2.453092,TRACKED
ShoulderRight,0.5442585,0.5367697,2.421345,TRACKED
ElbowRight,0.576511,0.3081939,2.451075,TRACKED
WristRight,0.5627053,0.1082685,2.373122,TRACKED
HandRight,0.5579805,0.03912705,2.330424,TRACKED
HipLeft,0.2604616,0.05885543,2.467628,TRACKED
KneeLeft,0.2181895,-0.2875146,2.53725,TRACKED
AnkleLeft,0.1966874,-0.5383307,2.598841,TRACKED
FootLeft,0.2088722,-0.633276,2.557726,INFERRED
HipRight,0.4094196,0.04696306,2.451828,TRACKED
KneeRight,0.445509,-0.3057079,2.495128,TRACKED
AnkleRight,0.4478519,-0.5678244,2.559507,TRACKED
FootRight,0.4257466,-0.6225626,2.4318,INFERRED
SpineShoulder,0.3781976,0.5605798,2.43752,TRACKED
HandTipLeft,0.1139162,-0.06649787,2.464764,TRACKED
ThumbLeft,0.1562285,-0.005330621,2.436727,TRACKED
HandTipRight,0.5779872,-0.04066941,2.337423,TRACKED
ThumbRight,0.5651177,-0.01839386,2.3365,TRACKED
SpineBase,0.3383563,0.05338765,2.486102,TRACKED
SpineMid,0.3617072,0.345596,2.461201,TRACKED
Neck,0.3830778,0.6307363,2.427543,TRACKED
Head,0.3934302,0.7564355,2.372129,TRACKED
ShoulderLeft,0.2032839,0.558937,2.468273,TRACKED
ElbowLeft,0.1490222,0.3331002,2.493763,TRACKED
WristLeft,0.1235437,0.1029416,2.461728,TRACKED
HandLeft,0.1169597,0.005020821,2.453519,TRACKED
