SpineBase,0.2054111,-0.08804176,2.767993,TRACKED
SpineMid,0.3131373,0.1533267,2.746715,TRACKED
Neck,0.4215298,0.387739,2.713326,TRACKED
Head,0.4444237,0.4641637,2.658772,TRACKED
ShoulderLeft,0.245202,0.3394613,2.718356,TRACKED
ElbowLeft,0.1651507,0.1202446,2.67606,TRACKED
WristLeft,0.1670867,-0.03321501,2.542038,TRACKED
HandLeft,0.1346397,-0.05968589,2.504574,TRACKED
ShoulderRight,0.5753962,0.3154049,2.72906,TRACKED
ElbowRight,0.6680449,0.1153469,2.733742,TRACKED
WristRight,0.7014734,-0.0681608,2.58498,TRACKED
HandRight,0.7143803,-0.1294612,2.563672,INFERRED
HipLeft,0.1291305,-0.05864067,2.731668,TRACKED
KneeLeft,0.1621171,-0.1247017,2.411213,TRACKED
AnkleLeft,0.1899456,-0.5276905,2.391782,TRACKED
FootLeft,0.1903083,-0.5808886,2.260529,INFERRED
HipRight,0.2762723,-0.1147751,2.731485,TRACKED
KneeRight,0.4879115,-0.1422836,2.49376,TRACKED
AnkleRight,0.4055995,-0.5323736,2.512332,TRACKED
FootRight,0.410801,-0.5870948,2.404026,TRACKED
SpineShoulder,0.3947496,0.3302839,2.723699,TRACKED
HandTipLeft,0.09324671,-0.124138,2.469176,TRACKED
ThumbLeft,0.1595605,-0.06125041,2.452845,TRACKED
HandTipRight,0.7126031,-0.190624,2.53251,TRACKED
ThumbRight,0.778033,-0.1324387,2.561647,TRACKED
SpineBase,0.2052644,-0.08619072,2.766043,TRACKED
SpineMid,0.3156913,0.1528239,2.74627,TRACKED
Neck,0.4294765,0.3825866,2.715338,TRACKED
Head,0.451417,0.464969,2.659088,TRACKED
ShoulderLeft,0.2576075,0.3405088,2.72045,TRACKED
ElbowLeft,0.1656782,0.1201643,2.675597,TRACKED
WristLeft,0.1712254,-0.03238006,2.5406,TRACKED
HandLeft,0.1374332,-0.06076505,2.505142,TRACKED
ShoulderRight,0.5814834,0.312498,2.732236,TRACKED
ElbowRight,0.6764756,0.1140281,2.737035,TRACKED
WristRight,0.7069319,-0.06958941,2.585703,TRACKED
HandRight,0.7234253,-0.1327051,2.56701,INFERRED
HipLeft,0.1292814,-0.05608502,2.7297,TRACKED
KneeLeft,0.1625654,-0.1260319,2.410188,TRACKED
AnkleLeft,0.1903367,-0.5290231,2.391057,TRACKED
FootLeft,0.1911869,-0.5820877,2.259768,INFERRED
HipRight,0.2758781,-0.1136313,2.729576,TRACKED
KneeRight,0.4875023,-0.1429764,2.493274,TRACKED
AnkleRight,0.4056594,-0.5323347,2.51247,TRACKED
FootRight,0.410172,-0.587865,2.404763,TRACKED
SpineShoulder,0.4012284,0.3265564,2.724925,TRACKED
HandTipLeft,0.09529499,-0.1241744,2.47,TRACKED
ThumbLeft,0.1622013,-0.05781688,2.458612,TRACKED
HandTipRight,0.7282894,-0.196418,2.537846,TRACKED
ThumbRight,0.7873507,-0.1226742,2.566534,TRACKED
SpineBase,0.2110486,-0.06826241,2.698154,TRACKED
SpineMid,0.3264065,0.1590715,2.721791,TRACKED
Neck,0.4342388,0.3831406,2.715525,TRACKED
Head,0.4575016,0.4634844,2.661395,TRACKED
ShoulderLeft,0.2575057,0.3403732,2.720064,TRACKED
ElbowLeft,0.1749991,0.1445104,2.689361,TRACKED
WristLeft,0.1726418,-0.008781192,2.555049,TRACKED
HandLeft,0.1452634,-0.0343662,2.526818,TRACKED
ShoulderRight,0.5881897,0.3117633,2.734893,TRACKED
ElbowRight,0.6848762,0.1140593,2.740575,TRACKED
WristRight,0.7211081,-0.07207596,2.579978,TRACKED
HandRight,0.738745,-0.1347847,2.565058,INFERRED
HipLeft,0.134125,-0.03757143,2.663801,TRACKED
KneeLeft,0.1719355,-0.1741202,2.369724,TRACKED
AnkleLeft,0.199612,-0.5769132,2.350894,TRACKED
FootLeft,0.2024999,-0.6285824,2.21953,INFERRED
HipRight,0.2822782,-0.09711101,2.659822,TRACKED
KneeRight,0.5238702,-0.1533579,2.4689,TRACKED
AnkleRight,0.4056487,-0.5323026,2.512584,TRACKED
FootRight,0.410586,-0.5881177,2.405181,TRACKED
SpineShoulder,0.4066631,0.3275759,2.722347,TRACKED
HandTipLeft,0.09589732,-0.09300432,2.478974,TRACKED
ThumbLeft,0.1746617,-0.05653052,2.466046,TRACKED
HandTipRight,0.7296225,-0.1894958,2.532648,TRACKED
ThumbRight,0.7978699,-0.1293218,2.565048,TRACKED
SpineBase,0.2216227,-0.03549494,2.65223,TRACKED
SpineMid,0.3369523,0.1702198,2.70028,TRACKED
Neck,0.4438954,0.3810306,2.717442,TRACKED
Head,0.4661563,0.4612059,2.666256,TRACKED
ShoulderLeft,0.269907,0.3374866,2.720332,TRACKED
ElbowLeft,0.1749107,0.153342,2.687859,TRACKED
WristLeft,0.1735725,-0.003396139,2.557842,TRACKED
HandLeft,0.146521,-0.03080484,2.532915,TRACKED
ShoulderRight,0.5958996,0.3091773,2.73834,TRACKED
ElbowRight,0.6920201,0.1127938,2.743202,TRACKED
WristRight,0.7279566,-0.07079447,2.581176,TRACKED
HandRight,0.7459332,-0.1324494,2.565896,INFERRED
HipLeft,0.1396598,0.0008132939,2.620259,TRACKED
KneeLeft,0.1520794,-0.1021694,2.501718,TRACKED
AnkleLeft,0.1798808,-0.5201535,2.482555,TRACKED
FootLeft,0.1852654,-0.5762531,2.353141,TRACKED
HipRight,0.2975059,-0.07082783,2.611511,TRACKED
KneeRight,0.5484686,-0.1692914,2.463633,TRACKED
AnkleRight,0.405663,-0.5322465,2.512696,TRACKED
FootRight,0.4111014,-0.5882126,2.405496,TRACKED
SpineShoulder,0.41596,0.3278778,2.719173,TRACKED
HandTipLeft,0.09593942,-0.09756385,2.479973,TRACKED
